,股票代码,股票名称,涨跌幅,最新价,最高,最低,今开,涨跌额,换手率,量比,动态市盈率,成交量,成交额,昨日收盘,总市值,流通市值,行情ID,市场类型
5604,AROW,箭牌金融,-0.31,31.93,32.14,31.57,32.01,-0.1,0.16,1.2,10.26,26062,829896.0,32.03,511431271,511431271,105.AROW,美股
5612,WPM,惠顿贵金属,-0.32,44.15,44.95,43.84,44.32,-0.14,0.49,0.77,26.56,2200288,97394761.0,44.29,19932579043,19932579043,106.WPM,美股
5619,VINE,Fresh Vine Wine Inc,-0.32,3.13,3.21,3.03,3.21,-0.01,0.23,1.16,-3.91,29210,90049.0,3.14,38974334,38974334,107.VINE,美股
5621,TGNA,TEGNA Inc,-0.32,21.8,21.87,21.56,21.87,-0.07,1.52,1.49,10.18,3390072,73597688.0,21.87,4856528354,4856528354,106.TGNA,美股
5622,PLAN,Anaplan Inc,-0.32,65.39,65.57,65.35,65.5,-0.21,4.19,1.14,-48.33,6306804,412657632.0,65.6,9839678998,9839678998,106.PLAN,美股
5628,NMIH,NMI Holdings Inc-A,-0.32,18.58,18.8,18.15,18.45,-0.06,0.64,0.63,6.92,553857,10257940.0,18.64,1599348396,1599348396,105.NMIH,美股
5633,CUBI,Customers Bancorp Inc,-0.32,43.12,43.32,41.58,42.98,-0.14,1.18,0.91,4.52,388032,16525440.0,43.26,1422096177,1422096177,106.CUBI,美股
5644,SPGI,标普全球,-0.33,345.76,346.82,337.97,346.82,-1.14,0.99,1.0,38.86,3353760,1153071072.0,346.9,117523824000,117523824000,106.SPGI,美股
5646,LEN,莱纳建筑-A,-0.33,78.54,79.15,75.32,77.52,-0.26,1.2,1.06,5.17,3093455,241363570.0,78.8,23207800544,20312097346,106.LEN,美股
5648,UFPI,UFP Industries Inc,-0.33,78.49,82.47,76.8,78.31,-0.26,0.48,1.08,9.19,303533,23688391.0,78.75,4924004297,4924004297,105.UFPI,美股
5655,NPTN,NeoPhotonics Corp,-0.33,15.0,15.07,14.93,15.02,-0.05,1.53,1.13,-24.07,818651,12277421.0,15.05,802106175,802106175,106.NPTN,美股
5659,AAME,美国大西洋,-0.33,2.99,3.05,2.92,2.92,-0.01,0.02,1.26,14.23,3868,11552.0,3.0,60931942,60931942,105.AAME,美股
5678,CHNG,Change Healthcare Inc,-0.34,23.47,23.57,23.32,23.48,-0.08,1.93,2.96,-94.39,6018617,141127937.0,23.55,7321678340,7321678340,105.CHNG,美股
5681,INVH,Invitation Homes Inc,-0.34,37.99,38.51,37.22,37.77,-0.13,0.71,0.93,78.15,4312382,163321053.0,38.12,23186089092,23186089092,106.INVH,美股
5682,BLX,拉丁美洲出口银行,-0.34,14.61,14.82,14.54,14.63,-0.05,0.38,1.15,9.08,137896,2020231.0,14.66,529868989,529868989,106.BLX,美股
5684,BWA,博格华纳,-0.34,37.97,38.37,37.17,38.27,-0.13,0.79,0.77,13.54,1893650,71883034.0,38.1,9096657510,9096657510,106.BWA,美股
5687,GNTY,Guaranty Bancshares Inc,-0.34,34.93,34.97,34.58,34.59,-0.12,0.08,0.41,10.59,9861,343165.0,35.05,421482146,421482146,105.GNTY,美股
5688,UMBF,UMB金融,-0.34,90.23,91.22,88.57,90.11,-0.31,0.45,0.81,12.37,219586,19714673.0,90.54,4367504650,4367504650,105.UMBF,美股
5689,ESGR,恩斯塔,-0.34,237.96,241.93,236.59,238.47,-0.82,0.17,0.55,9.08,30305,7221621.0,238.78,4293636971,4293636971,105.ESGR,美股
5691,KBAL,Kimball International Inc-B,-0.34,8.7,8.76,8.51,8.67,-0.03,1.03,1.04,-13.63,378506,3273712.0,8.73,320298400,320298400,105.KBAL,美股
5692,CDW,CDW Corp,-0.34,170.62,171.97,166.97,170.25,-0.59,0.59,0.64,22.91,792458,134782189.0,171.21,23053444146,23053444146,105.CDW,美股
5694,PAYX,沛齐,-0.35,124.16,124.92,122.41,123.57,-0.43,0.52,0.96,32.97,1873355,232159733.0,124.59,44823919018,44823919018,105.PAYX,美股
5703,NVT,nVent Electric plc,-0.35,34.43,34.58,33.42,34.41,-0.12,0.83,1.37,20.8,1374913,46923810.0,34.55,5727326453,5727326453,106.NVT,美股
5705,RMBS,Rambus Inc,-0.35,25.78,26.04,25.06,25.49,-0.09,0.89,0.91,-62.77,983976,25325877.0,25.87,2841873974,2841873974,105.RMBS,美股
5716,AGBA,AGBA Acquisition Ltd,-0.35,11.33,11.37,11.3,11.37,-0.04,0.17,9.77,-73.96,8609,97548.0,11.37,56894807,56894807,105.AGBA,美股
5719,LOAN,曼哈顿大桥投资股份,-0.35,5.65,5.74,5.6,5.71,-0.02,0.07,0.49,13.7,8025,45354.0,5.67,64946439,64946439,105.LOAN,美股
5721,ITI,Iteris Inc,-0.35,2.82,2.87,2.73,2.81,-0.01,0.45,0.63,-27.3,190350,537386.0,2.83,119598408,119598408,105.ITI,美股
5723,GCMG,GCM Grosvenor Inc-A,-0.35,8.45,8.55,8.34,8.48,-0.03,0.26,1.01,73.94,480222,4064884.0,8.48,1588432690,1588432690,105.GCMG,美股
5727,LTHM,Livent Corp,-0.36,28.02,28.77,26.91,28.12,-0.1,2.36,0.59,7553.51,3822269,106113391.0,28.12,4532105127,4532105127,106.LTHM,美股
5728,PKG,美国包装,-0.36,162.47,163.36,160.42,162.27,-0.58,0.52,0.79,18.1,483652,78420972.0,163.05,15223629415,15223629415,106.PKG,美股
5733,CBAN,科勒尼,-0.36,16.64,16.73,16.55,16.61,-0.06,0.16,0.56,15.68,28386,472503.0,16.7,292636581,292636581,105.CBAN,美股
5734,SFNC,Simmons First National Corp,-0.36,24.94,25.21,24.58,25.19,-0.09,0.66,0.97,12.02,858037,21321539.0,25.03,3258515324,3258515324,105.SFNC,美股
5736,VG,Vonage通信,-0.36,19.37,19.64,19.25,19.41,-0.07,1.3,1.3,-202.88,3344240,64774874.0,19.44,4970001282,4970001282,105.VG,美股
5738,HONE,HarborOne Bancorp Inc,-0.36,13.8,13.93,13.6,13.89,-0.05,0.46,1.34,12.09,236557,3255232.0,13.85,707356205,707356205,105.HONE,美股
5743,JJSF,JJSF食品,-0.36,123.62,125.95,122.21,124.43,-0.45,0.61,0.73,38.15,117637,14534232.0,124.07,2370403610,2370403610,105.JJSF,美股
5744,SWIR,Sierra Wireless Inc,-0.36,16.48,16.81,15.84,16.49,-0.06,0.57,1.27,-7.1,219870,3602940.0,16.54,631714030,631714030,105.SWIR,美股
5746,TMP,Tompkins Financial Corp,-0.36,73.94,74.21,72.95,74.21,-0.27,0.28,0.92,11.99,39899,2938264.0,74.21,1070430711,1070430711,107.TMP,美股
5749,IHS,IHS Holding Ltd,-0.36,10.93,11.06,10.74,11.06,-0.04,0.02,1.03,-138.71,81923,897371.0,10.97,3583077169,3583077169,106.IHS,美股
5750,LII,雷诺士,-0.37,212.74,213.41,206.57,212.33,-0.78,0.7,0.83,16.49,253077,53399789.0,213.52,7639314698,7639314698,106.LII,美股
5751,HZO,海上麦斯服务,-0.37,43.59,44.82,42.25,43.35,-0.16,2.7,0.72,5.61,580612,25284302.0,43.75,938565408,938565408,106.HZO,美股
5753,VSH,威世科技,-0.37,19.02,19.1,18.66,18.97,-0.07,0.68,0.95,8.3,983058,18575590.0,19.09,2739319457,2739319457,106.VSH,美股
5754,SNDR,Schneider National Inc-B,-0.37,24.42,24.58,23.89,24.43,-0.09,0.53,0.67,9.81,950961,23148899.0,24.51,4344859025,4344859025,106.SNDR,美股
5757,AMNB,美国国家银行,-0.37,35.2,35.6,34.9,35.08,-0.13,0.14,0.91,8.66,14967,526289.0,35.33,377131322,377131322,105.AMNB,美股
5758,BANX,ArrowMark金融,-0.37,18.95,19.39,17.32,19.0,-0.07,0.27,1.37,19.18,19209,358067.0,19.02,134533384,134533384,105.BANX,美股
5759,IBTX,Independent Bank Group Inc,-0.37,70.25,70.87,69.24,70.41,-0.26,0.57,1.12,13.78,243045,17045402.0,70.51,2969716607,2969716607,105.IBTX,美股
5761,BIOX,Bioceres Crop Solutions Corp,-0.37,13.47,13.62,13.0,13.62,-0.05,0.09,0.23,-81.74,39234,523272.0,13.52,561597584,561597584,105.BIOX,美股
5773,DLX,豪华,-0.37,26.69,27.62,26.39,26.67,-0.1,0.61,0.9,18.32,261984,7037370.0,26.79,1147418073,1147418073,106.DLX,美股
5778,FRST,Primis Financial Corp,-0.37,13.29,13.45,13.19,13.45,-0.05,0.17,0.66,10.47,41142,545784.0,13.34,327238155,327238155,105.FRST,美股
5780,LMND,Lemonade Inc,-0.38,21.25,21.6,19.85,21.33,-0.08,1.88,0.98,-5.44,1159393,24261725.0,21.33,1311612326,1311612326,106.LMND,美股
5794,CVBF,CVB金融,-0.38,23.7,23.86,23.4,23.79,-0.09,0.42,0.72,15.79,599989,14182238.0,23.79,3356537598,3356537598,105.CVBF,美股
5795,JAZZ,爵士制药,-0.38,152.64,155.41,149.87,150.75,-0.58,1.05,0.87,-21.15,653775,99957679.0,153.22,9512333237,9512333237,105.JAZZ,美股
5799,VC,伟世通,-0.38,104.84,108.21,102.77,105.54,-0.4,0.77,0.54,62.71,215069,22721027.0,105.24,2947183031,2947183031,105.VC,美股
5804,FNLC,第一银行(缅因州),-0.38,28.74,28.89,28.54,28.75,-0.11,0.14,0.78,8.74,15423,443389.0,28.85,316926901,316926901,105.FNLC,美股
5805,IPOF_U,Social Capital Hedosophia Holdi,-0.38,10.45,10.55,10.43,10.55,-0.04,0.01,1.8,24.78,9715,101585.0,10.49,1201750000,1201750000,106.IPOF_U,美股
5807,TMST,TimkenSteel Corp,-0.38,18.21,18.41,17.41,18.13,-0.07,1.4,0.88,4.97,651906,11771935.0,18.28,849059915,849059915,106.TMST,美股
5816,MANT,美泰科技,-0.39,82.7,83.51,81.57,82.35,-0.32,0.95,0.97,24.72,390740,32288535.0,83.02,3386746527,3386746527,105.MANT,美股
5819,ISSC,创新软件,-0.39,7.72,7.73,7.58,7.71,-0.03,0.03,0.3,22.38,5697,43538.0,7.75,133338049,133338049,105.ISSC,美股
5821,ALSN,艾里逊变速箱,-0.39,38.55,38.88,38.02,38.69,-0.15,0.59,0.61,8.3,572499,22034871.0,38.7,3741842103,3741842103,106.ALSN,美股
5825,EGP,EastGroup Properties Inc,-0.39,168.44,169.29,164.94,166.93,-0.66,1.18,0.92,36.23,490810,82149430.0,169.1,7020648934,7020648934,106.EGP,美股
5827,CNTQU,Chardan Nextech Acquisition 2 C,-0.39,10.2,10.2,10.15,10.15,-0.04,0.01,0.07,67.54,1500,15295.0,10.24,129030000,129030000,105.CNTQU,美股
5830,PANL,Pangaea Logistics Solutions Ltd,-0.39,5.09,5.19,4.99,5.14,-0.02,0.32,0.69,3.46,147067,749448.0,5.11,232748801,232748801,105.PANL,美股
5831,IPOF,Social Capital Hedosophia Holdi,-0.39,10.18,10.21,10.15,10.2,-0.04,1.41,1.45,30.17,2030326,20669695.0,10.22,1463375000,1463375000,106.IPOF,美股
5833,CSTR,CapStar Financial Holdings Inc,-0.39,20.32,20.46,20.11,20.4,-0.08,0.16,0.7,9.21,34625,702378.0,20.4,448382603,448382603,105.CSTR,美股
5834,BLTSU,Bright Lights Acquisition Corp ,-0.39,10.16,10.16,10.12,10.16,-0.04,0.0,0.07,-174.21,750,7610.0,10.2,233680000,233680000,105.BLTSU,美股
5835,BHSEU,Bull Horn Holdings Corp Unit Co,-0.39,10.16,10.16,10.16,10.16,-0.04,0.0,0.07,5.0,200,2032.0,10.2,76200000,76200000,105.BHSEU,美股
5836,ACTDU,ArcLight Clean Transition Corp ,-0.39,10.15,10.15,10.15,10.15,-0.04,0.01,0.32,-,4046,41066.0,10.19,279125000,279125000,105.ACTDU,美股
5838,BWFG,Bankwell Financial Group Inc,-0.39,35.51,35.77,35.17,35.73,-0.14,0.37,0.37,10.37,28898,1025932.0,35.65,275597123,275597123,105.BWFG,美股
5839,BXMT,Blackstone Mortgage Trust Inc,-0.39,30.43,30.7,30.11,30.48,-0.12,0.84,0.72,11.8,1432910,43581776.0,30.55,5181798476,5181798476,106.BXMT,美股
5841,BROS,Dutch Bros Inc-A,-0.39,45.56,47.3,43.6,45.02,-0.18,1.0,1.71,-108.72,1643567,74429984.0,45.74,7458331369,7458331369,106.BROS,美股
5845,KIDS,OrthoPediatrics Corp,-0.39,42.95,43.33,41.35,42.67,-0.17,0.73,1.2,-58.0,148358,6296914.0,43.12,868874248,868874248,105.KIDS,美股
5846,CTXS,思杰系统,-0.39,101.0,101.35,100.62,101.16,-0.4,1.17,1.2,46.04,1477625,149194297.0,101.4,12784572526,12784572526,105.CTXS,美股
5847,EME,埃姆科,-0.39,106.03,107.84,105.0,105.88,-0.42,0.92,0.96,14.57,471586,50078055.0,106.45,5422580322,5422580322,106.EME,美股
5849,BRK_A,伯克希尔哈撒韦-A,-0.39,479500.0,483795.0,475000.0,482864.0,-1900.0,0.41,0.84,3.52,2500,1198284544.0,481400.0,294272506500,294272506500,106.BRK_A,美股
5852,AVACU,Avalon Acquisition Inc Unit Con,-0.4,10.07,10.08,10.07,10.08,-0.04,0.07,8.69,54.66,15159,152701.0,10.11,208449000,208449000,105.AVACU,美股
5853,ITRN,Ituran Location and Control Ltd,-0.4,22.65,22.92,22.25,22.63,-0.09,0.06,0.87,13.58,12819,290425.0,22.74,465085723,465085723,105.ITRN,美股
5855,CNDB_U,Concord Acquisition Corp III Un,-0.4,10.06,10.06,10.05,10.05,-0.04,0.01,0.28,-,2000,20102.0,10.1,347070000,347070000,106.CNDB_U,美股
5856,PCG,太平洋煤气电力,-0.4,12.56,12.69,12.34,12.61,-0.05,0.69,0.83,115.97,16999521,213268000.0,12.61,30963166704,30963166704,106.PCG,美股
5857,SILV,SilverCrest Metals Inc,-0.4,7.53,7.6,7.31,7.49,-0.03,0.58,0.97,-48.25,848443,6349739.0,7.56,1098391793,1098391793,107.SILV,美股
5860,DKL,Delek Logistics Partners LP,-0.4,50.12,50.54,48.96,50.1,-0.2,0.09,0.68,13.22,38749,1923321.0,50.32,2178905954,2178905954,106.DKL,美股
5865,ELMD,Electromed Inc,-0.4,12.5,12.51,12.39,12.5,-0.05,0.5,5.64,56.11,42558,531172.0,12.55,106666738,106666738,107.ELMD,美股
5866,EGAN,eGain Corp,-0.4,10.0,10.58,9.84,10.3,-0.04,0.32,1.27,104.88,102899,1028656.0,10.04,318210000,318210000,105.EGAN,美股
5870,ARIZU,Arisz Acquisition Corp Unit Con,-0.4,9.97,9.97,9.97,9.97,-0.04,0.0,0.06,-,100,997.0,10.01,71324273,71324273,105.ARIZU,美股
5871,WRAP,Wrap Technologies Inc,-0.4,2.49,2.56,2.41,2.55,-0.01,0.37,0.89,-4.17,152729,374827.0,2.5,102016102,102016102,105.WRAP,美股
5875,IDBA,IDEX Biometrics ASA ADR,-0.4,9.96,9.96,9.96,9.96,-0.04,0.01,2.69,-4.56,1187,11822.0,10.0,134466461,134466461,105.IDBA,美股
5878,BNNRU,Banner Acquisition Corp Unit Co,-0.4,9.94,10.05,9.94,10.04,-0.04,0.04,0.35,-,6160,61386.0,9.98,149100000,149100000,105.BNNRU,美股
5879,AHRN,Ahren Acquisition Corp-A,-0.4,9.94,9.94,9.94,9.94,-0.04,0.0,0.07,-,200,1988.0,9.98,372747515,372747515,105.AHRN,美股
5883,UNFI,联合天然食品,-0.4,42.16,42.93,41.28,42.04,-0.17,0.67,0.85,10.54,392034,16519079.0,42.33,2456455562,2456455562,106.UNFI,美股
5886,TMAC_U,The Music Acquisition Corp Unit,-0.4,9.89,9.89,9.89,9.89,-0.04,0.0,0.77,63.56,1100,10879.0,9.93,227470000,227470000,106.TMAC_U,美股
5887,HCICU,Hennessy Capital Investment Cor,-0.4,9.89,9.92,9.89,9.89,-0.04,0.0,0.36,237.44,1298,12855.0,9.93,341205000,341205000,105.HCICU,美股
5888,APGB_U,Apollo Strategic Growth Capital,-0.4,9.89,9.89,9.89,9.89,-0.04,0.0,0.12,60.78,320,3164.0,9.93,682410000,682410000,106.APGB_U,美股
5889,GSRM,GSR II Meteora Acquisition Corp,-0.4,9.87,9.91,9.87,9.88,-0.04,0.3,29.01,-,119574,1180585.0,9.91,390173438,390173438,105.GSRM,美股
5890,STAR,iStar Inc,-0.4,17.26,17.67,17.05,17.13,-0.07,0.68,0.55,10.79,564870,9797808.0,17.33,1429952251,1429952251,106.STAR,美股
5891,RCLFU,Rosecliff Acquisition Corp I Un,-0.4,9.85,9.85,9.85,9.85,-0.04,0.0,0.52,-116.0,100,985.0,9.89,249205000,249205000,105.RCLFU,美股
5892,PRBM,Parabellum Acquisition Corp-A,-0.4,9.85,9.85,9.85,9.85,-0.04,0.0,0.04,-,105,1034.0,9.89,176992188,176992188,106.PRBM,美股
5893,TWNI_U,Tailwind International Acquisit,-0.4,9.84,9.84,9.84,9.84,-0.04,0.0,0.21,24.53,1200,11808.0,9.88,339480000,339480000,106.TWNI_U,美股
5894,FTEV_U,FinTech Evolution Acquisition G,-0.4,9.84,9.89,9.84,9.89,-0.04,0.0,1.49,59.83,1300,12797.0,9.88,269715955,269715955,106.FTEV_U,美股
5901,WEC,WEC能源,-0.41,100.66,101.14,99.5,100.51,-0.41,0.58,1.01,24.4,1843418,185194332.0,101.07,31751639890,31751639890,106.WEC,美股
5902,TIOAU,Tio Tech A Unit Cons of 1 CL A ,-0.41,9.82,9.83,9.82,9.83,-0.04,0.0,0.15,-,365,3586.0,9.86,338790000,338790000,105.TIOAU,美股
5905,OHPA,Orion Acquisition Corp-A,-0.41,9.8,9.8,9.79,9.79,-0.04,0.0,0.01,46.97,208,2037.0,9.84,507150000,507150000,105.OHPA,美股
5909,SMIH,Summit Healthcare Acquisition C,-0.41,9.74,9.74,9.74,9.74,-0.04,0.0,0.09,-459.58,508,4947.0,9.78,250805000,250805000,105.SMIH,美股
5913,IMMP,Immutep Ltd ADR,-0.41,2.43,2.57,2.33,2.44,-0.01,1.25,1.13,-0.46,106768,260772.0,2.44,20755184,20755184,105.IMMP,美股
5914,HOFT,胡克家具,-0.41,17.01,17.29,16.85,17.08,-0.07,0.56,0.68,17.34,66871,1139789.0,17.08,203141806,203141806,105.HOFT,美股
5917,ARBE,Arbe Robotics Ltd,-0.41,7.27,7.43,7.15,7.37,-0.03,0.02,0.62,-7.89,13081,95160.0,7.3,458502128,458502128,105.ARBE,美股
5926,WMPN,William Penn Bancorp,-0.41,12.08,12.19,12.07,12.12,-0.05,0.24,1.03,44.64,36291,439767.0,12.13,181604269,181604269,105.WMPN,美股
5930,JACK,Jack in the Box Inc,-0.41,81.87,83.47,80.35,82.11,-0.34,1.59,1.03,11.18,334197,27389676.0,82.21,1722831263,1722831263,105.JACK,美股
5933,SSRM,SSR Mining Inc,-0.41,21.64,22.11,21.47,21.53,-0.09,0.76,0.47,14.08,1616780,35209607.0,21.73,4601318848,4601318848,105.SSRM,美股
5934,STON,StoneMor Inc,-0.41,2.4,2.41,2.4,2.4,-0.01,0.05,0.43,-5.14,62196,149390.0,2.41,284009940,284009940,106.STON,美股
5936,DOX,Amdocs Ltd,-0.42,79.08,79.39,78.06,78.9,-0.33,0.54,0.85,18.68,663492,52400950.0,79.41,9754834320,9754834320,105.DOX,美股
5940,FNCH,Finch Therapeutics Group Inc,-0.42,2.39,2.58,2.29,2.35,-0.01,0.47,0.02,-1.95,221442,531184.0,2.4,113666244,113666244,105.FNCH,美股
5942,ALJJ,ALJ Regional Holdings Inc,-0.42,2.39,2.4,2.38,2.38,-0.01,0.03,0.28,-8.48,14646,34976.0,2.4,101357104,101357104,105.ALJJ,美股
5945,SPOK,Spok Holdings Inc,-0.42,7.15,7.36,7.15,7.16,-0.03,1.09,0.89,-5.2,215243,1554299.0,7.18,140809648,140809648,105.SPOK,美股
5946,CNS,科恩-斯蒂尔斯金融,-0.42,76.22,77.23,75.0,76.21,-0.32,0.15,0.89,17.55,70818,5389121.0,76.54,3710872530,3710872530,106.CNS,美股
5947,Y,Alleghany保险,-0.42,831.26,835.37,831.26,835.0,-3.49,2.39,1.68,12.02,321279,267480959.0,834.75,11184510199,11184510199,106.Y,美股
5949,ZEUS,Olympic Steel Inc,-0.42,33.28,34.32,32.23,33.63,-0.14,0.8,1.04,3.06,89300,2971086.0,33.42,370328891,370328891,105.ZEUS,美股
5951,MFG,瑞穗金融,-0.42,2.37,2.41,2.37,2.4,-0.01,0.02,1.52,10.23,2206832,5268702.0,2.38,30035276246,30035276246,106.MFG,美股
5956,EVR,Evercore Inc-A,-0.42,110.56,111.77,108.54,110.03,-0.47,1.41,1.09,6.06,570817,62931408.0,111.03,4488189944,4488189944,106.EVR,美股
5960,CDR,雪松房地产信托,-0.42,28.17,28.32,28.08,28.32,-0.12,5.86,2.01,-8.52,799182,22527706.0,28.29,384240687,384240687,106.CDR,美股
5963,WSBF,沃特财务,-0.43,16.39,16.61,16.2,16.42,-0.07,0.45,0.71,5.47,106582,1745940.0,16.46,386889556,386889556,105.WSBF,美股
5966,ORCL,甲骨文,-0.43,72.49,72.94,71.63,72.13,-0.31,0.23,0.9,25.58,6222457,450031152.0,72.8,193414700930,193414700930,106.ORCL,美股
5973,MKSI,万机仪器,-0.43,118.75,121.43,115.69,117.71,-0.51,0.78,0.82,11.55,433569,51562633.0,119.26,6609551731,6609551731,105.MKSI,美股
5974,ET,能源转换,-0.43,11.63,11.84,11.36,11.8,-0.05,0.97,1.1,6.56,29950826,347669632.0,11.68,35884756350,35884756350,106.ET,美股
5975,ALCO,阿里科,-0.43,39.45,39.46,38.56,39.36,-0.17,0.6,0.89,7.23,44921,1758468.0,39.62,297666543,297666543,105.ALCO,美股
5977,INBK,First Internet Bancorp,-0.43,37.09,38.36,36.76,37.0,-0.16,0.66,0.57,7.46,63521,2377505.0,37.25,359169434,359169434,105.INBK,美股
5978,PFGC,Performance Food Group Co,-0.43,48.65,49.42,47.32,48.66,-0.21,0.89,1.18,163.36,1383543,67249235.0,48.86,7531088207,7531088207,106.PFGC,美股
5981,VERA,Vera Therapeutics Inc-A,-0.43,18.51,18.73,18.21,18.73,-0.08,0.21,1.18,-15.36,57787,1068426.0,18.59,500981905,500981905,105.VERA,美股
5982,OTTR,奥特泰尔,-0.43,62.32,63.04,61.38,62.72,-0.27,0.33,0.76,14.68,139028,8646575.0,62.59,2594422420,2594422420,105.OTTR,美股
5994,LLL,金铉品旅,-0.44,2.28,2.36,2.22,2.28,-0.01,1.79,1.04,-1.29,75628,173761.0,2.29,9651860,9651860,105.LLL,美股
5996,PAM,Pampa Energia SA ADR,-0.44,20.47,20.75,20.22,20.5,-0.09,0.14,0.45,-4.87,75554,1548001.0,20.56,1132891680,1132891680,106.PAM,美股
5997,ANTM,Anthem Inc,-0.44,504.64,508.07,498.24,500.88,-2.22,0.39,0.93,19.48,946630,476960448.0,506.86,121661023379,121661023379,106.ANTM,美股
5998,GGPIU,Gores Guggenheim Inc Unit Cons ,-0.44,11.36,12.58,11.36,12.58,-0.05,0.0,0.64,-11.09,916,10772.0,11.41,908800000,908800000,105.GGPIU,美股
6004,NSC,诺福克南方,-0.44,255.74,256.49,249.84,256.34,-1.13,0.47,0.74,20.08,1124471,285900928.0,256.87,60951157130,60951157130,106.NSC,美股
6007,NRP,Natural Resource Partners LP,-0.44,49.72,50.61,48.3,50.57,-0.22,0.17,0.58,5.71,20928,1028833.0,49.94,621798121,621798121,106.NRP,美股
6010,SON,Sonoco Products Co,-0.44,60.92,61.54,60.24,60.79,-0.27,0.59,0.64,-69.48,575856,35074876.0,61.19,5939275388,5939275388,106.SON,美股
6011,LW,蓝威斯顿控股,-0.44,63.15,63.48,61.79,62.91,-0.28,0.71,1.0,38.92,1030635,64785008.0,63.43,9121820788,9121820788,106.LW,美股
6013,MLP,毛伊岛菠萝食品,-0.44,11.25,11.79,11.14,11.3,-0.05,0.09,1.65,-64.2,17484,198910.0,11.3,219568343,219568343,106.MLP,美股
6014,NXPI,恩智浦半导体,-0.44,177.58,182.27,173.73,177.0,-0.79,0.94,0.76,21.44,2457386,438517488.0,178.37,46626255408,46626255408,105.NXPI,美股
6019,PMT,PennyMac Mortgage Investment Tr,-0.44,15.67,16.05,15.54,15.64,-0.07,1.65,1.18,25.34,1514149,23905750.0,15.74,1440914103,1440914103,106.PMT,美股
6020,GOEV,Canoo Inc,-0.45,4.47,4.6,4.26,4.44,-0.02,0.78,1.22,-3.08,1862347,8290777.0,4.49,1068250675,1068250675,105.GOEV,美股
6022,PVBC,Provident Bancorp Inc (MD),-0.45,15.63,15.69,15.53,15.57,-0.07,0.22,1.27,17.24,40018,624523.0,15.7,278159951,278159951,105.PVBC,美股
6024,NTIC,Northern Technologies Internati,-0.45,11.15,11.28,10.99,11.05,-0.05,0.04,0.55,12.27,4093,45600.0,11.2,102819915,102819915,105.NTIC,美股
6026,SPFI,South Plains Financial Inc,-0.45,24.48,24.94,24.36,24.78,-0.11,0.1,0.92,7.38,17045,419504.0,24.59,432645003,432645003,105.SPFI,美股
6027,OSS,One Stop Systems Inc,-0.45,4.45,4.48,4.34,4.48,-0.02,0.17,0.51,36.01,31920,140772.0,4.47,84007914,84007914,105.OSS,美股
6029,LAZR,Luminar Technologies Inc-A,-0.45,11.12,11.24,10.03,10.43,-0.05,1.96,1.11,-16.34,6842229,73599477.0,11.17,3887723771,3887723771,105.LAZR,美股
6032,PMCB,PharmaCyte Biotech Inc,-0.45,2.22,2.24,2.14,2.2,-0.01,0.93,1.7,-12.18,191719,420953.0,2.23,46000724,46000724,105.PMCB,美股
6036,AIZ,安信龙保险,-0.45,188.58,190.72,187.24,188.97,-0.85,1.04,1.13,7.53,565164,106749172.0,189.43,10199363821,10199363821,106.AIZ,美股
6047,NVS,诺华制药,-0.45,85.82,86.35,85.49,85.98,-0.39,0.11,0.96,7.85,2350878,202020936.0,86.21,189884036204,189884036204,106.NVS,美股
6055,EGBN,伊格尔合众银行,-0.46,50.17,50.44,49.15,50.44,-0.23,0.45,0.75,9.11,144471,7210501.0,50.4,1609427211,1609427211,105.EGBN,美股
6056,BOSC,BOS科技,-0.46,2.18,2.26,2.17,2.22,-0.01,0.23,0.69,27.56,13155,28896.0,2.19,12429309,12429309,105.BOSC,美股
6057,FFIN,第一金融银行股份(德克萨斯州),-0.46,41.37,41.59,40.03,41.29,-0.19,0.42,1.37,25.95,605942,24963087.0,41.56,5904291815,5904291815,105.FFIN,美股
6059,SHYF,The Shyft Group Inc,-0.46,23.93,24.6,23.42,23.97,-0.11,1.4,1.2,15.67,492041,11828608.0,24.04,838469797,838469797,105.SHYF,美股
6063,GE,通用电气(US),-0.46,78.23,78.39,76.19,78.33,-0.36,0.49,0.6,-18.09,5363668,416055008.0,78.59,86105021229,86105021229,106.GE,美股
6065,HLX,螺旋能源,-0.46,4.34,4.43,4.24,4.43,-0.02,0.66,0.66,-6.54,997941,4318934.0,4.36,658167007,658167007,106.HLX,美股
6066,BXP,波士顿地产,-0.46,119.12,120.22,117.84,119.25,-0.55,0.61,0.86,36.95,957432,113986908.0,119.67,18667555835,18667555835,106.BXP,美股
6074,TPG,TPG Inc-A,-0.46,25.89,26.37,25.03,26.04,-0.12,0.14,0.82,3.95,417535,10644428.0,26.01,7992843803,7992843803,105.TPG,美股
6078,BOC,波士顿奥马哈,-0.46,21.47,21.71,20.81,21.41,-0.1,0.43,1.29,12.09,128775,2749844.0,21.57,637623811,637623811,106.BOC,美股
6079,CVEO,Civeo Corp,-0.46,27.87,28.1,27.4,27.99,-0.13,0.24,0.47,32.24,33520,928945.0,28.0,394764531,394764531,106.CVEO,美股
6080,APG,APi Group Corp,-0.46,17.14,17.56,16.68,17.02,-0.08,0.49,1.13,85.04,1147412,19662676.0,17.22,3996852810,3996852810,106.APG,美股
